user_input,reference_contexts,query_style,source_file
¿Qué trámites y a dónde debo ir para solicitar un bien público que brinda el Estado?,"['# ESTADO\n\nEl Estado es la institución en que se concentra el poder político de una sociedad, es decir, el poder de tomar las decisiones que afectan al conjunto de la población. Además de ello, el Estado desarrolla un conjunto de funciones que lo convierten en un agente económico de suma importancia: por una parte cobra impuestos, que constituyen su fuente de ingresos, y por otra parte realiza gastos, que incluyen el pago de los funcionarios que prestan servicio en sus distintas dependencias y las adquisiciones de los bienes que requiere para desempeñar sus actividades; además, provee a los ciudadanos de diversos bienes públicos y, en muchos casos, realiza funciones de empresario, pues es poseedor y/o administrador de empresas públicas. Por ejemplo, el Estado recibe ingresos por el pago de impuestos (al consumo, a la renta, al tabaco, etc.), y los utiliza en financiar la construcción de escuelas.\n']",Orientado a la Accion,BD1-00333
k e el estado y q hace con la plata,"['# ESTADO\n\nEl Estado es la institución en que se concentra el poder político de una sociedad, es decir, el poder de tomar las decisiones que afectan al conjunto de la población. Además de ello, el Estado desarrolla un conjunto de funciones que lo convierten en un agente económico de suma importancia: por una parte cobra impuestos, que constituyen su fuente de ingresos, y por otra parte realiza gastos, que incluyen el pago de los funcionarios que prestan servicio en sus distintas dependencias y las adquisiciones de los bienes que requiere para desempeñar sus actividades; además, provee a los ciudadanos de diversos bienes públicos y, en muchos casos, realiza funciones de empresario, pues es poseedor y/o administrador de empresas públicas. Por ejemplo, el Estado recibe ingresos por el pago de impuestos (al consumo, a la renta, al tabaco, etc.), y los utiliza en financiar la construcción de escuelas.\n']",Mal redactado / Errores ortograficos,BD1-00333
que hace el estdo cual es su rol? cobra imptos y gastas? provee bienes publcicos?,"['# ESTADO\n\nEl Estado es la institución en que se concentra el poder político de una sociedad, es decir, el poder de tomar las decisiones que afectan al conjunto de la población. Además de ello, el Estado desarrolla un conjunto de funciones que lo convierten en un agente económico de suma importancia: por una parte cobra impuestos, que constituyen su fuente de ingresos, y por otra parte realiza gastos, que incluyen el pago de los funcionarios que prestan servicio en sus distintas dependencias y las adquisiciones de los bienes que requiere para desempeñar sus actividades; además, provee a los ciudadanos de diversos bienes públicos y, en muchos casos, realiza funciones de empresario, pues es poseedor y/o administrador de empresas públicas. Por ejemplo, el Estado recibe ingresos por el pago de impuestos (al consumo, a la renta, al tabaco, etc.), y los utiliza en financiar la construcción de escuelas.\n']",Errores ortograficos,BD1-00333
estado de cuenta definición tarjeta crédito,"['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Buscador de Palabras Clave,BD1-00334
"Si yo recibo un documento del banco que detalla todas las operaciones que realicé en el último mes, ¿qué tipo de documento es y qué implica aceptarlo?","['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Caso Hipotetico en Primera Persona,BD1-00334
¿Qué me impide no aceptar el estado de cuenta de mi tarjeta de crédito y qué consecuencias tiene?,"['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Duda Directa sobre Restricciones,BD1-00334
"Oye, ¿qué es el estado de cuenta que me manda el banco y para qué sirve?","['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Colloquial Chileno Natural,BD1-00334
"Oye, ¿me puedes explicar rápido qué es el estado de cuenta que me manda el banco y pa' qué sirve?","['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Modismos Chilenos Muy Relajado,BD1-00334
"¿Qué significa estado de cuenta y qué implica aceptarlo, por ejemplo en una tarjeta de crédito?","['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Principiante / Educativo,BD1-00334
¿Cómo recibo el estado de cuenta y qué debo hacer para aceptarlo y que se cuente como pago?,"['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Orientado a la Accion,BD1-00334
kiero saber q es el estado de cuenta y pa q sirve,"['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Mal redactado / Errores ortograficos,BD1-00334
"k es ese estdo de cuanta y pq me lo mandan, tiene q pagar si lo acepto? tarjeas crdte","['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Errores ortograficos,BD1-00334
estado flujo efectivo definición,['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Buscador de Palabras Clave,BD1-00335
"Si yo tengo que armar los estados financieros de mi negocio y me solicitan el estado de flujo de efectivo, ¿qué tipo de información me entrega ese documento?",['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Caso Hipotetico en Primera Persona,BD1-00335
"Oye, al tiro, ¿qué es eso del estado de flujo de efectivo?",['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Colloquial Chileno Natural,BD1-00335
"Oye, ¿cachai qué es el estado de flujo de efectivo y pa' qué sirve?",['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Modismos Chilenos Muy Relajado,BD1-00335
¿Qué significa estado de flujo de efectivo?,['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Principiante / Educativo,BD1-00335
¿Cómo solicito el estado de flujo de efectivo?,['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Orientado a la Accion,BD1-00335
que es el estdo de flujo de efectivo y pa que sirve,['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Mal redactado / Errores ortograficos,BD1-00335
q es el estdo de fluj de efectivo,['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Errores ortograficos,BD1-00335
estado de resultado definición,"['# ESTADO DE RESULTADO\n\nEs un informe contable, que resume los ingresos y gastos de una empresa en un periodo específico de tiempo.\n']",Buscador de Palabras Clave,BD1-00336
"Si yo tengo una empresa y necesito presentar un informe que resuma mis ingresos y gastos de un período, ¿qué documento contable es ese?","['# ESTADO DE RESULTADO\n\nEs un informe contable, que resume los ingresos y gastos de una empresa en un periodo específico de tiempo.\n']",Caso Hipotetico en Primera Persona,BD1-00336
"Oye, ¿qué es ese informe que resume las lucas que entran y salen de la empresa en un periodo, al tiro?","['# ESTADO DE RESULTADO\n\nEs un informe contable, que resume los ingresos y gastos de una empresa en un periodo específico de tiempo.\n']",Colloquial Chileno Natural,BD1-00336
"Oye, cuéntame de una, ¿qué es ese tal del estado de resultado?","['# ESTADO DE RESULTADO\n\nEs un informe contable, que resume los ingresos y gastos de una empresa en un periodo específico de tiempo.\n']",Modismos Chilenos Muy Relajado,BD1-00336
¿Qué significa estado de resultado y para qué sirve?,"['# ESTADO DE RESULTADO\n\nEs un informe contable, que resume los ingresos y gastos de una empresa en un periodo específico de tiempo.\n']",Principiante / Educativo,BD1-00336
¿Cómo solicito el estado de resultado de mi empresa?,"['# ESTADO DE RESULTADO\n\nEs un informe contable, que resume los ingresos y gastos de una empresa en un periodo específico de tiempo.\n']",Orientado a la Accion,BD1-00336
que es el estado de resultado y pa que sirve,"['# ESTADO DE RESULTADO\n\nEs un informe contable, que resume los ingresos y gastos de una empresa en un periodo específico de tiempo.\n']",Mal redactado / Errores ortograficos,BD1-00336
q es el estad de resultdo q resume ingre y gastros en un perido,"['# ESTADO DE RESULTADO\n\nEs un informe contable, que resume los ingresos y gastos de una empresa en un periodo específico de tiempo.\n']",Errores ortograficos,BD1-00336
exclusión cobertura póliza qué no cubre,['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Buscador de Palabras Clave,BD1-00337
"Si yo tengo una póliza de seguro y sufre un daño que no está mencionado en la cobertura, ¿eso cuenta como una exclusión?",['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Caso Hipotetico en Primera Persona,BD1-00337
¿Qué circunstancias o daños están expresamente excluidos de la cobertura según la póliza?,['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Duda Directa sobre Restricciones,BD1-00337
"Oye, consulta: ¿qué situaciones o daños quedan fuera de la cobertura de mi póliza, al tiro?",['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Colloquial Chileno Natural,BD1-00337
"Oye, ¿qué son esas exclusiones que aparecen en la póliza?",['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Modismos Chilenos Muy Relajado,BD1-00337
¿Qué significa exclusión en una póliza de seguros?,['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Principiante / Educativo,BD1-00337
¿Cómo reviso las exclusiones que tiene mi póliza?,['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Orientado a la Accion,BD1-00337
kiero saber q es la exclucion en la poliza y q no cubre,['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Mal redactado / Errores ortograficos,BD1-00337
excluion de la poliza q no cubre? que damas no estan cubiertos,['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Errores ortograficos,BD1-00337
definición exportaciones bienes servicios ejemplo fruta Chile,['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Buscador de Palabras Clave,BD1-00338
"Si yo tengo una empresa que vende 10 toneladas de manzanas a Estados Unidos, ¿eso se considera una exportación?",['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Caso Hipotetico en Primera Persona,BD1-00338
"Oye, ¿me puedes decir al tiro qué son las exportaciones y qué tipo de cosas cuenta, porfa?",['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Colloquial Chileno Natural,BD1-00338
"Oye, cuéntame qué es eso de exportar, po, qué vende Chile al extranjero y a dónde les manda la fruta",['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Modismos Chilenos Muy Relajado,BD1-00338
¿Qué significa exportaciones y cómo se aplican en Chile?,['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Principiante / Educativo,BD1-00338
"¿Cómo inicio el trámite para exportar mis productos, qué documentos debo presentar y a dónde los llevo?",['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Orientado a la Accion,BD1-00338
kiero saber q son las exportaciones y q vende chile a otro pais,['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Mal redactado / Errores ortograficos,BD1-00338
que son las exportacines y cual es el prinicpio del formulario,['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Errores ortograficos,BD1-00338
factores producción ejemplos mesa,"['# FACTORES DE PRODUCCIÓN\n\nSon los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.\n']",Buscador de Palabras Clave,BD1-00339
"Si yo quiero producir una mesa de comedor y cuento con madera, máquinas, pegamento y mano de obra, ¿cuáles de esos recursos se consideran factores de producción y cuáles no?","['# FACTORES DE PRODUCCIÓN\n\nSon los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.\n']",Caso Hipotetico en Primera Persona,BD1-00339
¿Qué recursos o bienes no se pueden considerar como factores de producción?,"['# FACTORES DE PRODUCCIÓN\n\nSon los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.\n']",Duda Directa sobre Restricciones,BD1-00339
"Oye, cuéntame al tiro qué se necesita para fabricar una mesa, qué recursos cuentan como factores de producción y qué cosas no se consideran porque son gratis","['# FACTORES DE PRODUCCIÓN\n\nSon los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.\n']",Colloquial Chileno Natural,BD1-00339
"Oye, ¿qué cosas tengo que tener a mano pa' armar una mesa de comedor de madera?","['# FACTORES DE PRODUCCIÓN\n\nSon los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.\n']",Modismos Chilenos Muy Relajado,BD1-00339
Explícame qué son los factores de producción y por qué el aire no se cuenta como uno,"['# FACTORES DE PRODUCCIÓN\n\nSon los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.\n']",Principiante / Educativo,BD1-00339
¿Qué recursos debo reunir para fabricar una mesa de comedor?,"['# FACTORES DE PRODUCCIÓN\n\nSon los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.\n']",Orientado a la Accion,BD1-00339
kiero saber q cosas se consideran factores pa producir algo como una mesa y por qué el aire no cuenta,"['# FACTORES DE PRODUCCIÓN\n\nSon los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.\n']",Mal redactado / Errores ortograficos,BD1-00339
q onda con los faktore de produccon q cosas conta en ella pa hacer una mesa?,"['# FACTORES DE PRODUCCIÓN\n\nSon los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.\n']",Errores ortograficos,BD1-00339
financiamiento pymes cobro créditos factoring,"['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Buscador de Palabras Clave,BD1-00340
"Si yo tengo una pequeña empresa que vende a crédito y necesito liquidez, ¿qué pasa si le encargo a una compañía especializada el cobro de mis facturas y me adelantan el dinero?","['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Caso Hipotetico en Primera Persona,BD1-00340
"Oye, tengo una pyme y necesito mover unas lucas rápido, ¿qué es el factoring y cómo me ayuda a cobrarle a mis clientes? Al tiro me explicai, gracias","['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Colloquial Chileno Natural,BD1-00340
"Oye, compa, ¿qué es ese cacho de que una empresa se encarga de cobrar mis facturas y me suelta la plata al toque?","['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Modismos Chilenos Muy Relajado,BD1-00340
Qué significa factoring y cómo funciona para una pequeña o mediana empresa,"['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Principiante / Educativo,BD1-00340
¿Cómo solicito un factoring para mi pyme y qué documentos debo entregar?,"['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Orientado a la Accion,BD1-00340
"k e eso del factoring pa mi pyme, como funciona y q hacen?","['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Mal redactado / Errores ortograficos,BD1-00340
"Que es el factrng y komo sirve pa pymes, cual es el contrato y q hace la empresa de factrng?","['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Errores ortograficos,BD1-00340
fecha vencimiento cuota información mensual tarjeta crédito trimestral crédito hipotecario,"['# FECHA DE PAGO O VENCIMIENTO\n\nEs la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.\n']",Buscador de Palabras Clave,BD1-00341
"Si yo tengo una tarjeta de crédito y me han fijado una fecha de vencimiento, ¿qué implica esa fecha y qué información debo recibir mensualmente y trimestralmente del banco?","['# FECHA DE PAGO O VENCIMIENTO\n\nEs la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.\n']",Caso Hipotetico en Primera Persona,BD1-00341
¿Cuál es la fecha máxima que debo pagar la cuota y qué sanciones o consecuencias me aplican si la excedo?,"['# FECHA DE PAGO O VENCIMIENTO\n\nEs la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.\n']",Duda Directa sobre Restricciones,BD1-00341
"Oye, ¿hasta cuándo tengo que pagar la cuota y cada cuánto me avisan al tiro del estado de mi crédito?","['# FECHA DE PAGO O VENCIMIENTO\n\nEs la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.\n']",Colloquial Chileno Natural,BD1-00341
"Cachai, ¿cuál es la fecha límite pa' pagar la cuota y qué info me tiene que mandar el banco cada mes o cada trimestre?","['# FECHA DE PAGO O VENCIMIENTO\n\nEs la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.\n']",Modismos Chilenos Muy Relajado,BD1-00341
¿Qué significa la fecha de pago o vencimiento y qué información debo recibir periódicamente del banco?,"['# FECHA DE PAGO O VENCIMIENTO\n\nEs la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.\n']",Principiante / Educativo,BD1-00341
¿Cómo consulto la fecha de pago de mi crédito y dónde me envían los estados de cuenta mensuales o trimestrales?,"['# FECHA DE PAGO O VENCIMIENTO\n\nEs la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.\n']",Orientado a la Accion,BD1-00341
kiero saber cual es la fecha max pa pagar la cuota y que info me tienen q dar del credito,"['# FECHA DE PAGO O VENCIMIENTO\n\nEs la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.\n']",Mal redactado / Errores ortograficos,BD1-00341
podia decirme cual es la feca max para pagar la cuota y q info me deben mandar del crto,"['# FECHA DE PAGO O VENCIMIENTO\n\nEs la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.\n']",Errores ortograficos,BD1-00341
definición folio documento,"['# FOLIO\n\nNúmero único que se asigna a un documento para identificarlo y diferenciarlo de otros documentos similares, como es el caso de las Declaraciones de Renta y de Impuesto al Valor Agregado (IVA).\n']",Buscador de Palabras Clave,BD1-00342
"Si yo estoy armando mi Declaración de Renta y me piden el folio del documento, ¿qué significa ese número y para qué sirve?","['# FOLIO\n\nNúmero único que se asigna a un documento para identificarlo y diferenciarlo de otros documentos similares, como es el caso de las Declaraciones de Renta y de Impuesto al Valor Agregado (IVA).\n']",Caso Hipotetico en Primera Persona,BD1-00342
"Oye, ¿cómo se llama ese número único que le ponen a la declaración de renta o al IVA para distinguirlos? Necesito la info al tiro","['# FOLIO\n\nNúmero único que se asigna a un documento para identificarlo y diferenciarlo de otros documentos similares, como es el caso de las Declaraciones de Renta y de Impuesto al Valor Agregado (IVA).\n']",Colloquial Chileno Natural,BD1-00342
