user_input,reference_contexts,query_style,source_file
"Si yo quiero montar mi propio negocio en Chile y me preocupa el fracaso, ¿qué características debería tener para ser considerado emprendedor según la definición?","['# EMPRENDEDOR\n\nEs una persona que reúne ciertas características distintas a otros, que genera ideas innovadoras y las pone en práctica asumiendo los riesgos que conlleva, utilizando sus redes de apoyo, generando emprendimientos exitosos que contribuyen a generar riqueza para él y la sociedad en la que está inserto. Frente al fracaso se muestra persistente y manifiesta mucha autoconfianza en sus capacidades. Ej. En Chile, encontramos muchos emprendedores empresariales y también emprendedores sociales (Padre Hurtado), emprendedores deportistas (Iván Zamorano) y culturales (Isabel Allende).\n']",Caso Hipotético en Primera Persona,BD1-00320
definición empresa tipos ejemplos,"['# EMPRESA\n\nUnidad económica de producción dedicada a las actividades industriales, mercantiles o de prestación de servicios Es una organización donde se producen los bienes y/o servicios que las personas y/o otras empresas demandan. Pueden ser de propiedad pública, privada o mixta. Ej. Una empresa privada es el supermercado Líder, el negocio de la esquina o la fábrica de muebles de Don José; ejemplos de empresas públicas los constituyen Codelco, Ferrocarriles del Estado y Correos de Chile.\n']",Buscador de Palabras Clave,BD1-00321
qué es empresario,"['# EMPRESARIO\n\nEs la persona que realiza actividades dirigidas a crear, dirigir y controlar una empresa que producirá bienes y/o servicios. Es quien pone en marcha una empresa, contrata a las personas, toma las decisiones importantes, y finalmente recibe los beneficios de la empresa y/o asume las pérdidas en caso de que ésta fracase.\n']",Buscador de Palabras Clave,BD1-00322
"Si tengo una deuda impaga con una tienda y me contacta una empresa de cobranza, ¿qué es eso y qué hacen?","['# EMPRESAS DE COBRANZA\n\nSon entidades a las que se les encarga el cobro de las deudas impagas, que las personas mantienen con el comercio establecido, las entidades financieras, entre otros.\n']",Caso Hipotético en Primera Persona,BD1-00323
¿Cuál es el porcentaje máximo de encaje bancario que fija el Banco Central y qué restricciones implica?,"['# ENCAJE\n\nEn general, garantía de un valor circulante y transmisible. El encaje bancario se determina como una proporción del dinero recibido por el banco que debe ser mantenido para atender los retiros del público; el resto de los depósitos puede ser usado por el banco para otorgar préstamos o realizar otras operaciones. Ej.: En Chile el porcentaje de encaje bancario es fijado por el Banco Central.\n']",Duda Directa sobre Restricciones,BD1-00324
¿Qué significa endeudamiento y cómo afecta a los gastos básicos del hogar?,['# ENDEUDAMIENTO\n\nEs el nivel de deuda que asume una persona según su capacidad de pago. Se debe considerar que las deudas no deben alterar el pago de los gastos básicos del hogar.\n'],Principiante / Educativo,BD1-00325
¿Cómo puedo saber si el crédito que quiero solicitar es un endeudamiento responsable?,"['# ENDEUDAMIENTO RESPONSABLE\n\nConsiste en la contratación de un crédito necesario para el consumidor y que puede pagar, luego de analizar sus gastos y sus ingresos.\n']",Orientado a la Acción,BD1-00326
"Si quiero agregar una cobertura extra a mi seguro, ¿qué documento se usa para hacer la modificación?",['# ENDOSO\n\nEs el documento en el cual se explicita cualquier modificación que sufra la póliza (contrato de seguro).\n'],Caso Hipotético en Primera Persona,BD1-00327
¿Con qué instituciones puedo solicitar un préstamo o financiamiento?,"['# ENTIDAD FINANCIERA\n\nSon intermediarios del mercado Financiero. Por ejemplo: Estos pueden ser, Bancos, Cajas de Ahorro, que administra y presta dinero y empresas financieras, que son otro tipo de intermediarios financieros, que sin ser bancos ofrecen préstamos o facilidades de financiamiento de dinero.\n']",Orientado a la Acción,BD1-00328
"Oye, ¿me explicas qué es el equilibrio en un mercado y cómo se fija el precio?","['# EQUILIBRIO\n\nEs cuando en un mercado de bienes o servicios, la cantidad ofrecida es la misma demandada, lo cual produce un precio de equilibrio. Ej. Si un curso organiza un paseo a la playa y se fija de común acuerdo con los dueños del camping una cuota máxima por cada persona que ocupará las instalaciones. En este caso la oferta corresponde a las instalaciones del camping y la demanda al número de estudiantes que requerirán de las mismas.\n']",Colloquial Chileno Natural,BD1-00329
escala económica definición ejemplos local nacional internacional,"['# ESCALA ECONÓMICA\n\nSe refiere a los diferentes niveles en los cuales se desarrollan, relaciones de intercambio que permiten articular la oferta y la demanda a intereses previamente establecidos a las necesidades de intercambio. Ej. A escala local, puede ser las ventas de manzanas que se desarrollan en la ciudad; a escala nacional, las ventas que desarrollan a lo largo y ancho del país; a escala internacional, las exportaciones de manzanas que se envían a otros países.\n']",Buscador de Palabras Clave,BD1-00330
qué es escasez economía,"['# ESCASEZ\n\nEl concepto de escasez, en economía, no designa la falta absoluta de un bien, sino la relativa insuficiencia del mismo con respecto a las necesidades, deseos o requerimientos de los consumidores. La escasez es un problema al cual las personas se enfrentan cotidianamente ya que las necesidades son ilimitadas y los recursos económicos son limitados Ej. La falta de reservas propias de gas, hace que Chile dependa del establecimiento de tratados con otros países para poder satisfacer sus necesidades.\n']",Buscador de Palabras Clave,BD1-00331
¿Qué significa comprar algo esperando que suba o baje de precio para ganar rápido?,['# ESPECULACIÓN\n\nCompra de un activo con la esperanza de obtener una ganancia rápida ante una elevación (o disminución) de su precio.\n'],Colloquial Chileno Natural,BD1-00332
funciones del estado ingresos gastos,"['# ESTADO\n\nEl Estado es la institución en que se concentra el poder político de una sociedad, es decir, el poder de tomar las decisiones que afectan al conjunto de la población. Además de ello, el Estado desarrolla un conjunto de funciones que lo convierten en un agente económico de suma importancia: por una parte cobra impuestos, que constituyen su fuente de ingresos, y por otra parte realiza gastos, que incluyen el pago de los funcionarios que prestan servicio en sus distintas dependencias y las adquisiciones de los bienes que requiere para desempeñar sus actividades; además, provee a los ciudadanos de diversos bienes públicos y, en muchos casos, realiza funciones de empresario, pues es poseedor y/o administrador de empresas públicas. Por ejemplo, el Estado recibe ingresos por el pago de impuestos (al consumo, a la renta, al tabaco, etc.), y los utiliza en financiar la construcción de escuelas.\n']",Buscador de Palabras Clave,BD1-00333
"Si me llega el estado de cuenta de mi tarjeta de crédito y lo acepto, ¿significa que tengo que pagar lo que indica?","['# ESTADO DE CUENTA\n\nDocumento enviado al cliente por un banco en el que le da a conocer las operaciones realizadas en un período con algún tipo de producto bancario, para conocimiento del cliente. En muchos casos, por ejemplo, las Tarjetas de Crédito, dicho estado al ser aceptado por el cliente, implica el pago de las obligaciones señaladas.\n']",Caso Hipotético en Primera Persona,BD1-00334
¿Qué es el estado de flujo de efectivo y cómo se utiliza?,['# ESTADO DE FLUJO DE EFECTIVO\n\nEs un estado financiero básico que informa sobre las variaciones y movimientos de efectivo y sus equivalentes en un período determinado.\n'],Orientado a la Acción,BD1-00335
"Si tengo mi propia empresa y quiero saber qué informe me muestra los ingresos y gastos de un periodo, ¿qué es el estado de resultados?","['# ESTADO DE RESULTADO\n\nEs un informe contable, que resume los ingresos y gastos de una empresa en un periodo específico de tiempo.\n']",Caso Hipotético en Primera Persona,BD1-00336
"Oye, ¿qué son esas exclusiones que aparecen en la póliza?",['# EXCLUSIÓN\n\nSon las circunstancias o daños que no están contemplados dentro de la cobertura y que se señalan taxativamente en la póliza.\n'],Colloquial Chileno Natural,BD1-00337
"Oye, ¿qué son las exportaciones y a dónde le vende Chile sus productos?",['# EXPORTACIONES\n\nSon los bienes y servicios que se venden a otros países. Ej. Chile exporta fruta a Estados Unidos y Europa.\n\nPrincipio del formulario\n'],Colloquial Chileno Natural,BD1-00338
¿Qué son los factores de producción y por qué algunos bienes como el aire no se cuentan?,"['# FACTORES DE PRODUCCIÓN\n\nSon los diferentes recursos escasos que contribuyen a la creación de un producto. Algunos bienes libres que contribuyen también a la producción, como el aire o la fuerza de gravedad, no son considerados factores de la misma puesto que no entran en transacciones económicas y su precio es nulo. Ej. Para producir una mesa de comedor de madera hay muchos factores productivos involucrados, desde la madera, las máquinas, el pegamento, así como también la mano de obra que participó en su elaboración.\n']",Principiante / Educativo,BD1-00339
factoring pymes financiamiento,"['# FACTORING\n\nEl factoring o factoraje es una alternativa de financiamiento dirigida preferentemente a pequeñas y medianas empresas que consiste en un contrato por el que la empresa usuaria encomienda el cobro de sus créditos con clientes a una empresa especializada, la compañía de factoring o sociedad factor. Esta empresa, además, presta servicios de financiación, garantía, administración y gestión de los créditos a cobrar.\n']",Buscador de Palabras Clave,BD1-00340
¿Cuál es la fecha límite para pagar la cuota de mi crédito y cómo me informan del estado de mi cuenta?,"['# FECHA DE PAGO O VENCIMIENTO\n\nEs la fecha máxima, acordada entre el consumidor y la empresa, mediante la firma de un contrato u otro mecanismo, para pagar la cuota de una determinada cuenta. El consumidor tiene derecho a recibir información periódica acerca de los créditos que contrata. Le deben informar mensualmente el estado de cuenta de su tarjeta de crédito y trimestralmente acerca de su crédito de consumo o crédito hipotecario.\n']",Orientado a la Acción,BD1-00341
¿Qué es un folio y para qué sirve en los documentos?,"['# FOLIO\n\nNúmero único que se asigna a un documento para identificarlo y diferenciarlo de otros documentos similares, como es el caso de las Declaraciones de Renta y de Impuesto al Valor Agregado (IVA).\n']",Principiante / Educativo,BD1-00342
¿Qué depósitos cubre el fondo de garantía y hasta cuánto protege?,"['# FONDO DE GARANTÍA DE DEPÓSITOS BANCARIOS\n\nFondo especial que se constituye para proteger los depósitos del público ante la eventualidad de insolvencia de alguna institución bancaria. En varios países del mundo existen fondos de este tipo, que se integran con aportes de las instituciones bancarias privadas y, en ocasiones, de los bancos centrales. Los fondos de garantía –por lo general- cubren sólo cierto tipo de depósitos, por ejemplo, los de ahorro, hasta una determinada cantidad.\n']",Duda Directa sobre Restricciones,BD1-00343
kiero saber q son los fondos de pensiones y q diferencia hay entre los tipos A B C D E,"['# FONDO DE PENSIÓN\n\nEs el capital del afiliado que lo invierte una AFP en el mercado de valores. Desde el 2002 hay cinco tipos de fondos de pensiones que elige cada afiliado, se han llamado con letras: A, B, C, D y E. Estos se diferencian por la composición de sus instrumentos de inversión (variable y fija), siendo A el que cuenta con mayor componente de renta variable (mayor riesgo, mejores retornos en largo plazo) y el E el que cuenta con mayor componente de renta fija (menor riesgo, menores retornos en largo plazo). Las AFP sólo pueden invertir en aquellos instrumentos autorizados por el Banco Central de Chile, la Superintendencia de AFP y los señalados expresamente en la ley. Estos se dividen en instrumentos de renta fija o variable tanto nacionales como extranjeros. Los primeros corresponden a títulos del Banco Central, Tesorería General de la República, depósitos a plazo, pagares, letras hipotecarias y similares. Los de renta variable son acciones, bonos de empresas, cuotas de fondos de inversión o fondos mutuos, certificados negociables emitidos por bancos depositarios extranjeros (ADR) y similares. Además las AFP pueden suscribir operaciones de cobertura de riesgos y préstamos de activos. Por medio de un sistema de clasificación de riesgo se distingue entre instrumentos no elegibles y elegibles por las AFP y el monto de inversión de estos últimos.\n']",Mal redactado / Errores ortográficos,BD1-00344
"Hola, ¿me puedes explicar qué son los fondos mutuos y cómo se determina el precio de cada participación?","['# FONDOS MUTUOS\n\nEs una institución de inversión colectiva que consiste en reunir fondos de distintos inversores, naturales o jurídicos, para invertirlos en diferentes instrumentos financieros, responsabilidad que se delega a una sociedad administradora que puede ser un banco o institución financiera. Ej. Al invertir en un fondo se obtiene un número de participantes, las cuales diariamente tienen un precio o valor liquidativo, obtenido por la división entre el patrimonio valorado y el número de participaciones en circulación.\n\nPrincipio del formulario\n']",Colloquial Chileno Natural,BD1-00345
"Si yo vendo un producto a 15.000 pesos y me cuesta 10.000 pesos, ¿qué significa la ganancia que obtengo?","['# GANANCIA\n\nEs la utilidad, provecho o beneficio obtenido por una empresa en el transcurso de sus operaciones. La palabra, también sirve para designar, en un sentido más concreto, la diferencia entre el precio al que se vende un producto y el costo del mismo. La ganancia es el objetivo básico de toda empresa que debe hacer uso, por lo tanto, de la combinación óptima de factores productivos.\n']",Caso Hipotético en Primera Persona,BD1-00346
k kiero saber q es la garantia hipoteca y q puede hacer el banco con ella,"['# GARANTÍA HIPOTECARIA\n\nEs un derecho real que recae sobre un inmueble que, permaneciendo en poder del que lo constituye, da derecho al acreedor para perseguirlo de manos de quien se encuentre y de pagarse preferentemente del producido de la subasta.\n']",Mal redactado / Errores ortográficos,BD1-00347
gastos asociados crédito,"['# GASTOS ASOCIADOS\n\nEn general, son cargos considerados necesarios para el otorgamiento de créditos. Algunos de ellos son: el impuesto de timbres y estampillas, inscripciones o registros, gastos notariales, entre otros. Siempre se deben encontrar detallados en el contrato y el deudor debe haberlos aceptado.\n']",Buscador de Palabras Clave,BD1-00348
"En caso de que mi deuda sea de 30 UF y haya pasado más de 20 días sin pagar, ¿cuánto máximo puede cobrar la empresa en gastos de cobranza?","['# GASTOS DE COBRANZA\n\nGastos que las empresas pueden cobrar cuando han transcurrido más de 20 días corridos de la fecha de vencimiento de la deuda, sin que el consumidor haya pagado en forma oportuna su obligación. Estos gastos no pueden ser mayores a los establecidos por la Ley: 9% cuando las deudas o cuotas son de hasta 10 UF, más un 6% para la parte de la deuda que exceda de 10 y hasta 50 UF, más un 3% para el monto que supere las 50 UF.\n']",Caso Hipotético en Primera Persona,BD1-00349
"Si tengo que pagarle a un vendedor y me dicen que lo haga mediante un giro, ¿cómo funciona y qué implica para mi cuenta?","['# GIRO\n\nEs un mecanismo por el cual una institución financiera recibe la orden de realizar un cargo en contra de la cuenta del cliente por una cuantía determinada, procediendo el proveedor a emitir la orden de pago a otra institución o una filial. También se refiere a la orden que da el comprador al banco para que proceda al pago del vendedor por operaciones comerciales. Por último, también puede hacer referencia a la obtención de dinero de un cajero automático, debitándose dichos montos de la cuenta corriente o cuenta vista respectiva.\n']",Caso Hipotético en Primera Persona,BD1-00350
qué es gravamen,"['# GRAVAMEN\n\nTributos y obligaciones a que está afecta una persona natural o jurídica por el derecho a operar, poseer o transar un bien o servicio.Principio del formulario\n']",Buscador de Palabras Clave,BD1-00351
¿Qué significa Hacienda Pública y cuál es su función?,"['# HACIENDA PÚBLICA\n\nFunción gubernamental orientada a obtener recursos monetarios de diversas fuentes para financiar el desarrollo del país. Consiste en recaudar directamente los impuestos, derechos, productos y aprovechamientos; así como captar recursos complementarios, mediante la contratación de créditos y empréstitos en el interior del país y en el extranjero.\n']",Principiante / Educativo,BD1-00352
"Oye, ¿me puedes explicar qué es una hipoteca y cómo funciona?","['# HIPOTECA\n\nConsiste en el otorgamiento de un bien inmueble como garantía del cumplimiento de una obligación o compromiso financiero. La cosa hipotecada puede ser enajenada por parte del acreedor en caso de incumplimiento de dicha obligación por parte del deudor, con el objeto de cubrir el monto de lo adeudado.\n']",Colloquial Chileno Natural,BD1-00353
¿Qué es una holding y cuál es su función?,"['# HOLDING\n\nEmpresa que, teniendo su activo formado en su totalidad o en su mayor parte por acciones de otras sociedades, realiza actividades financieras de control y gestión del grupo de empresas en el que ejerce su dominio. Son sociedades que no ejercen por sí la industria ni el comercio, sino que su objeto es la posesión de acciones de otras empresas, teniendo así el control de las mismas.Principio del formulario\n']",Principiante / Educativo,BD1-00354
"Si quiero traer chocolates de Perú para vender en mi negocio, ¿qué se entiende por importación y cómo lo define el banco?",['# IMPORTACIONES\n\nSon los productos y/o servicios que se pueden traer de otros países para cubrir necesidades internas o ampliar la oferta en el mercado nacional. Ej. Los dulces Garotto son importados de Brasil.\n'],Caso Hipotético en Primera Persona,BD1-00355
"Si tengo una empresa que obtuvo ganancias el año pasado, ¿qué impuesto me corresponde pagar y en qué mes debo presentar la declaración?","['# IMPUESTO A LA RENTA DE PRIMERA CATEGORÍA\n\nEl Impuesto de Primera Categoría, grava las utilidades tributarias de los negocios, dejando afectas las rentas provenientes del capital y de las empresas comerciales, industriales, mineras y otras. Este impuesto se determina sobre la base de las utilidades líquidas obtenidas por la empresa, vale decir, sobre los ingresos devengados o percibidos menos los gastos, y se declara anualmente en abril de cada año por todas aquellas rentas devengadas o percibidas en el año calendario anterior.\n']",Caso Hipotético en Primera Persona,BD1-00356
"Si yo vivo fuera de Chile y recibo ingresos por alquiler de una casa en Chile, ¿qué impuesto tengo que pagar y cuál es la tasa que me corresponde?","['# IMPUESTO ADICIONAL\n\nEl impuesto Adicional se aplica a las rentas de fuente chilena obtenidas por personas naturales o jurídicas que no tienen domicilio ni residencia en Chile, cuando la renta queda a disposición desde Chile a la persona residente en el extranjero. Dependiendo del tipo de renta de que se trate, puede ser un impuesto de retención, o bien, un impuesto de declaración anual. La tasa general del impuesto Adicional es de 35%, aplicándose tasas menores para algunos tipos de rentas, que cumplan además, los requisitos especiales indicados para cada una de ellas en la normativa vigente.\n']",Caso Hipotético en Primera Persona,BD1-00357
"Oye, ¿me puedes explicar al tiro cómo funciona el impuesto global complementario y a quién le toca pagarlo?","['# IMPUESTO GLOBAL COMPLEMENTARIO\n\nEste es un impuesto anual que grava a las personas naturales domiciliadas o residentes en Chile por el total de las rentas imponibles de Primera o Segunda Categoría. Este tributo se determina mediante una escala de tasas progresivas por tramos de renta, empezando por un primer tramo exento hasta un último tramo con una tasa marginal de 40%, el cual se declara y paga en abril del año siguiente al de la obtención de la renta (las tasas y los tramos son los mismos que para el Impuesto de Segunda Categoría, pero sobre una base anual).\n']",Colloquial Chileno Natural,BD1-00358
"Si yo gano 15 UTM mensuales y ya le resto mis cotizaciones de salud y previsión, ¿cuánto me tocaría pagar de Impuesto Único de Segunda Categoría?","['# IMPUESTO ÚNICO DE SEGUNDA CATEGORÍA\n\nEl Impuesto Único de Segunda Categoría se aplica a las rentas del trabajo dependiente, tales como los sueldos, pensiones (excepto las de fuente extranjera) y rentas accesorias o complementarias a las ya mencionadas. El Impuesto Único es un tributo progresivo que se determina mediante una escala de tasas, empezando por un primer tramo exento (hasta 13,5 UTM) hasta un último tramo con una tasa marginal de 40%. Su cálculo se realiza sobre el salario y/o remuneraciones del trabajo, deduciendo previamente los pagos por concepto de seguridad social y de salud.\n']",Caso Hipotético en Primera Persona,BD1-00359
"Oye, ¿me puedes explicar qué es un impuesto y cómo se define en Chile?","['# IMPUESTOS\n\nTributo exigido en correspondencia a una prestación que se concreta de modo individual por parte de la administración pública y cuyo objeto de gravamen está constituido por negocios, actos o hechos que ponen de manifiesto la capacidad contributiva del sujeto pasivo (sujeto económico que tiene la obligación de colaborar), como consecuencia de la posesión de un patrimonio, la circulación de bienes o la adquisición de rentas o ingresos.\n']",Colloquial Chileno Natural,BD1-00360
kiero saber q son los impuest que graban directa la renta y la propieda,"['# IMPUESTOS DIRECTOS\n\nEs el impuesto que grava directamente las fuentes de riqueza, la propiedad o la renta. Por ejemplo: Son el impuesto sobre la renta, el impuesto sobre el patrimonio, el impuesto de sucesiones, la contribución rústica y urbana, los impuestos sobre la posesión de vehículos, animales, etc.\n']",Mal redactado / Errores ortográficos,BD1-00361
kiero saber q son los impuestitos indirectos y como me afecta el iva,"['# IMPUESTOS INDIRECTOS\n\nTributos que gravan la producción nacional, la venta, y el consumo de bienes concretos. Los impuestos indirectos pueden ser, bien de cuantía fija, aumentando en una misma cantidad el precio de todos los bienes que gravan, o bien un porcentaje del precio inicial, por lo que aumentará más el precio de los bienes más caros. En definitiva, el peso del impuesto lo sufre el consumidor final, que es el que está obligado a pagar los bienes más caros. Se trata, por tanto, de un impuesto sobre el consumo. Ej. El impuesto indirecto más importante es el impuesto al valor agregado o IVA el cual constituye una parte importante de los ingresos tributarios en muchos países del mundo.\n']",Mal redactado / Errores ortográficos,BD1-00362
"Si yo contrato un seguro y ocurre un siniestro, ¿qué me paga la compañía y cómo se decide ese monto?",['# INDEMNIZACIÓN\n\nCantidad a pagar por la entidad aseguradora al contratante o beneficiario por la ocurrencia de un siniestro. Dicha cantidad está estipulada en el contrato o póliza de seguro.\n'],Caso Hipotético en Primera Persona,BD1-00363
"Si estoy siguiendo la economía para decidir el mejor momento de solicitar un crédito hipotecario y necesito saber cuándo se publica el índice que el Banco Central usa antes de sus reuniones de política monetaria, ¿qué información hay al respecto?","['# INDICADOR MENSUAL DE ACTIVIDAD ECONÓMICA (IMACEC)\n\nÍndice representativo de la actividad económica de Chile, abarcando alrededor del 90% de los bienes y servicios que componen el PIB del país y emulando por lo tanto parte de su comportamiento; lo anterior permite acceder con mayor frecuencia que aquella con la cual se hace entrega de las cifras de producto a información sobre el comportamiento de la economía. El índice es publicado por el Banco Central de Chile usualmente alrededor del día 5 de cada mes y de manera previa a la reunión mensual de política monetaria del Consejo de dicha entidad, que utiliza el dato como referencia fundamental para su toma de decisiones.\n']",Caso Hipotético en Primera Persona,BD1-00364
k es industria?,"['# INDUSTRIA\n\nEs el conjunto de empresas que se dedican a producir bienes o servicios similares y compiten por los mismos clientes. Ej. La Industria de los helados en Chile está formada por las grandes fábricas que están en Chile (Bresler, Chamonix) y las fábricas más pequeñas o artesanales (Fruna, Panda).\n']",Mal redactado / Errores ortográficos,BD1-00365
"Oye, ¿me puedes explicar qué es la inflación y por qué me está chupando los lucas?","['# INFLACIÓN\n\nEs la continua y persistente subida del nivel general de precios; se mide mediante un índice del coste de diversos bienes y servicios. Los aumentos reiterados de los precios erosionan el poder adquisitivo del dinero y de los demás activos financieros que tienen valores fijos, creando así serias distorsiones económicas e incertidumbre. La inflación es un fenómeno que se produce cuando las presiones económicas actuales y la anticipación de los acontecimientos futuros hacen que la demanda de bienes y servicios sea superior a la oferta disponible de dichos bienes y servicios a los precios actuales, o cuando la oferta disponible está limitada por una escasa productividad o por restricciones del mercado. Estos aumentos persistentes de los precios estaban históricamente vinculados a las guerras, hambrunas, inestabilidades políticas y otros hechos concretos. Ej. Si existe inflación en una economía hay efectos positivos y negativos. Dentro de los efectos negativos la disminución del valor real de la moneda a través del tiempo, el desaliento en el ahorro y de la inversión debido a la incertidumbre sobre el valor futuro del dinero.\n']",Colloquial Chileno Natural,BD1-00366
información básica comercial obligatoria ley consumidor,"['# INFORMACIÓN BÁSICA COMERCIAL\n\nDatos, instructivos, antecedentes o indicaciones que el proveedor debe suministrar obligatoriamente al público consumidor, en cumplimiento de una norma jurídica. De acuerdo a la Ley del Consumidor, la información comercial básica deberá ser suministrada al público por medios que aseguren un acceso claro, expedito y oportuno. Respecto de los instructivos de uso de los bienes y servicios cuyo uso normal represente un riesgo para la integridad y seguridad de las personas, será obligatoria su entrega al consumidor conjuntamente con los bienes y servicios a que acceden.\n']",Buscador de Palabras Clave,BD1-00367
"Oye, ¿qué es ese informe de liquidación que me mandó la aseguradora después del siniestro?","['# INFORME DE LIQUIDACIÓN\n\nDocumento oficial emitido por un liquidador de seguros tras haber investigado las circunstancias de un siniestro, por el cual éste se pronuncia técnicamente sobre el valor del objeto asegurado a la época del siniestro, el monto de los perjuicios y la suma que corresponde indemnizar, si procede.\n']",Colloquial Chileno Natural,BD1-00368
"Si yo pago impuestos al Estado, ¿cómo se utiliza ese dinero y quién lo recibe, el gobierno central o mi municipalidad?","['# INGRESOS FISCALES\n\nIngresos que percibe el sector público, y que normalmente se consolidan en el presupuesto nacional, con los que se hace frente a los gastos del gobierno central y sus diferentes organismos. Los ingresos fiscales provienen, fundamentalmente, de los impuestos que se cobran a la población. Tales impuestos pueden ser recaudados por el gobierno central o por los gobiernos regionales y locales, correspondiéndoles a estos últimos una mayor o menor proporción de los mismos según lo estipule el ordenamiento legal vigente.\n']",Caso Hipotético en Primera Persona,BD1-00369
"Oye, ¿me puedes explicar qué es innovación y darme algún ejemplo de cómo se aplica acá en Chile?",['# INNOVACIÓN\n\nEs la capacidad de modificar para utilizar creativamente un bien o recurso que ya existe. Ejemplo: en la industria vitivinícola chilena se ha innovado en la introducción de nuevas cepas que han permitido entregar nuevos productos al mercado mundial.\n'],Colloquial Chileno Natural,BD1-00370
k es insumo y pa q sirve?,"['# INSUMO\n\nEs cualquier factor de producción que se necesite para crear un bien o servicio. Ej. Para producir helados se necesita leche, huevos, una heladera, un envoltorio.\n']",Mal redactado / Errores ortográficos,BD1-00371
"Si yo le doy dinero al cine para ver una película, ¿cómo se llama esa operación?","['# INTERCAMBIO\n\nLa podemos entender como el acto a través del cual una persona transfiere un bien o servicio a cambio por otro, con otra persona. Ej. Cuando una persona quiere ir a ver una película, va al cine y está dispuesto a cambiar su dinero por ver una película con una persona u organización que está dispuesta a ofrecerle ese servicio a cambio de cierta cantidad de dinero.\n']",Caso Hipotético en Primera Persona,BD1-00372
"Si yo tengo una cuenta de ahorros con 10.000 pesos y el banco me paga una tasa de interés del 10% anual, ¿cuánto dinero tendría al final del año?","['# Nombre Documento\n\nEs la cantidad que pagan o cobran los bancos a sus clientes, por guardarles o prestarles dinero. Ej. Si por tus ahorros, un banco paga el 10% de interés anual, pondrá $10 al año, por cada $100 que se depositen. Entonces, si abriste tu cuenta con $10.000, al cabo de un año, además de los $10.000, tendrás $1.000 de ganancias, lo que hace un total de $11.000. Al porcentaje mencionado se le denomina tasa de interés.\n']",Caso Hipotético en Primera Persona,BD1-00373
"Si yo no tengo un interés real en el bien que quiero asegurar, ¿el seguro quedaría nulo?","['# INTERÉS ASEGURABLE\n\nEs el interés real y de carácter económico que tiene una persona para evitar que ocurra el riesgo asegurado. Si un asegurado carece de tal interés, el seguro es nulo.\n']",Caso Hipotético en Primera Persona,BD1-00374
¿Qué hacen los intermediarios y por qué hacen que los productos cuesten más?,['# INTERMEDIARIO\n\nPersona o empresa que en la comercialización de mercancías media entre el productor y el consumidor. Habitualmente la actuación de los intermediarios encarece los productos.\n'],Colloquial Chileno Natural,BD1-00375
definición inversión gasto futuro,"['# Nombre Documento\n\nEs un gasto que se hace para obtener un beneficio que no es inmediato sino en el futuro, como, por ejemplo, el gasto para aumentar los bienes de capital necesarios para emprender proyectos nuevos de producción. En un sentido amplio la inversión es el flujo de dinero que se encamina a la creación o mantenimiento de bienes de capital y a la realización de proyectos que se presumen lucrativos. Ej. La compra de un auto para el uso diario no se considera inversión, en cambio, si se considera inversión la compra de un auto para utilizarlo como taxi.\n']",Buscador de Palabras Clave,BD1-00376
kiero saber q es la investigacón de mercado pa vender verdura y como se hace,"['# INVESTIGACIÓN DE MERCADO\n\nEs una actividad que realiza la empresa, que tiene por objeto investigar y conocer las características del mercado en el cual desea vender sus productos. Ej. Si alguien desea vender verduras en su barrio, puede antes hacer una investigación de mercado recogiendo información de quiénes venden verduras y pudieran ser sus competidores, qué precio cobran, qué gustos tienen las familias del barrio que podrían comprar verduras y cuánto estarían dispuestos a pagar por las verduras, con qué frecuencia comprarían, etc.\n']",Mal redactado / Errores ortográficos,BD1-00377
¿Cómo calculo el IVA que tengo que pagar al comprar un producto?,"['# IVA IMPUESTO AL VALOR AGREGADO\n\nEs un impuesto al valor agregado de los bienes que cobra el Estado, y lo pagan los consumidores finales del bien. Se calcula como un porcentaje del precio final del bien, en Chile es del 19%. Por ejemplo, si te compras un libro y pagas $1000, el comerciante recibe $ 840 y debe entregar al estado $160 por concepto de impuestos.Principio del formulario\n']",Orientado a la Acción,BD1-00378
"Oye, ¿me puedes explicar qué es la jubilación y cuándo me dan la pensión?","['# JUBILACIÓN\n\nPrestación de carácter laboral, contenida en los contratos de trabajo, que consiste en la entrega de una pensión vitalicia a los trabajadores cuando cumplen determinados requisitos de antigüedad, edad o en caso de invalidez por accidente de trabajo, que cubre parte o la totalidad del sueldo que el trabajador percibía al momento de su retiro.Principio del formulario\n']",Colloquial Chileno Natural,BD1-00379
¿Qué es el leasing y cómo funciona?,"['# LEASING\n\nOperación de arrendamiento financiero que consiste en la adquisición de una mercancía, a petición de su cliente, por parte de una sociedad especializada. Posteriormente, dicha sociedad entrega en arrendamiento la mercancía al cliente con opción de compra al vencimiento del contrato.\n']",Principiante / Educativo,BD1-00380
letra hipotecaria prepagable UF cupones trimestrales,['# LETRAS HIPOTECARIAS\n\nSon emitidos por los bancos y sociedades financieras con el motivo de financiar la construcción de viviendas u otras actividades productivas. Se reajustan según la U.F. Estos instrumentos pueden ser prepagados a la tasa de emisión por el banco emisor. Pagan cupones iguales trimestrales.\n'],Buscador de Palabras Clave,BD1-00381
