user_input,reference_contexts,query_style,source_file,retrieved_contexts,retrieved_file
"Oye, ¿me puedes explicar de qué va el programa DS1 Tramo 1 y cuál es el tope de UF para comprar casa?","['# En qué consiste el programa DS1 Tramo 1\n\n¿En qué consiste el Programa?\n\nPermite a familias que no son dueñas de una vivienda y tienen capacidad de ahorro, acceder a una ayuda económica para comprar una casa o departamento nuevo o usado de un valor máximo de 1.100 Unidades de Fomento (UF).\n\nEl valor máximo de las viviendas en las zonas extremas norte, sur e insular será de 1.200 UF.\n']",Colloquial Chileno Natural,BD1-00563,"['# En qué consiste el programa DS1 Tramo 1 ¿En qué consiste el Programa? Permite a familias que no son dueñas de una vivienda y tienen capacidad de ahorro, acceder a una ayuda económica para comprar una casa o departamento nuevo o usado de un valor máximo de 1.100 Unidades de Fomento (UF). El valor máximo de las viviendas en las zonas extremas norte, sur e insular será de 1.200 UF.', '# En qué consiste el Programa DS1 Tramo ¿En qué consiste el Programa? Permite a familias que no son dueñas de una vivienda y tienen capacidad de ahorro, acceder a una ayuda económica para comprar una casa o departamento nuevo o usado de un valor máximo de 1.600 Unidades de Fomento (UF). El valor máximo de las viviendas en las zonas extremas norte, sur e insular será de 1.800 UF.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00563 - En qué consiste el programa DS1 Tramo 1.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00562 - En qué consiste el Programa  DS1 Tramo.md']"
¿Qué es el Programa DS1 Tramo 3 y a quién está dirigido?,"['# En qué consiste el Programa DS1 Tramo 3\n\n¿En qué consiste el Programa?\n\nPermite a familias que no son dueñas de una vivienda y tienen capacidad de ahorro, acceder a una ayuda económica para comprar una casa o departamento nuevo o usado de un valor máximo de 2.200 Unidades de Fomento (UF).\n\nEl valor máximo de las viviendas en las zonas extremas norte, sur e insular será de 2.600 UF.\n']",Principiante / Educativo,BD1-00564,"['# En qué consiste el Programa DS1 Tramo 3 ¿En qué consiste el Programa? Permite a familias que no son dueñas de una vivienda y tienen capacidad de ahorro, acceder a una ayuda económica para comprar una casa o departamento nuevo o usado de un valor máximo de 2.200 Unidades de Fomento (UF). El valor máximo de las viviendas en las zonas extremas norte, sur e insular será de 2.600 UF.', '# En qué consiste el Programa DS1 Tramo ¿En qué consiste el Programa? Permite a familias que no son dueñas de una vivienda y tienen capacidad de ahorro, acceder a una ayuda económica para comprar una casa o departamento nuevo o usado de un valor máximo de 1.600 Unidades de Fomento (UF). El valor máximo de las viviendas en las zonas extremas norte, sur e insular será de 1.800 UF.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00564 - En qué consiste el Programa DS1 Tramo 3.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00562 - En qué consiste el Programa  DS1 Tramo.md']"
"¿Qué es el leasing habitacional y qué requisitos tiene, como ahorro previo o aporte inicial?","['# Financiamiento Leasing Habitacional\n\nLa vivienda se paga con el subsidio y con la parte del aporte mensual que el arrendatario destina a este fin, más los aportes que el interesado pudiera efectuar. Una vez que se complete el precio prometido de venta, se celebrará el contrato de compraventa con el que se transfiere la vivienda al arrendador promitente comprador.\n\nEste sistema no exige ahorro previo. Sin perjuicio de ello, la sociedad inmobiliaria podría exigir un aporte contado. El interesado debe financiar los trámites exigidos por la inmobiliaria.\n']",Principiante / Educativo,BD1-00565,"['# Requisitos generales para postular Leasing Habitacional Ser mayor de edad. Estar inscrito en el Registro Único de Inscritos del SERVIU. El interesado no puede tener más de una inscripción en el registro. No ser propietarios de una vivienda (postulante y cónyuge). No haber sido beneficiados anteriormente con vivienda o subsidio habitacional proporcionado por el Estado o las municipalidades (postulante y cónyuge). Ser titular de una Cuenta de Ahorro para Arrendamiento de Viviendas con Promesa de Compraventa (cuenta ahorro “Leasing Habitacional”), el postulante o el cónyuge. No tener suscrito más de un contrato de arrendamiento con promesa de compraventa con una o más sociedades inmobiliarias (postulante o cónyuge).', '# Paso a paso para postular Leasing Habitacional Se postula en forma individual. Se accede en arrendamiento con promesa de compraventa viviendas nuevas o usadas. Una vez enterado el precio prometido de venta, la vivienda se traspasa al arrendatario promitente comprador. En el plazo del contrato, el interesado arrienda la vivienda y ahorra para su compra. La vivienda se paga con el subsidio y con la parte del aporte mensual que se destina a enterar el precio del inmueble, más aportes contados que el interesado pudiera efectuar.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00577 - Requisitos generales para postular Leasing Habitacional.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00573 - Paso a paso para postular Leasing Habitacional.md']"
¿Cuál es el valor máximo de la vivienda que puedo adquirir con el leasing habitacional y en qué regiones está disponible?,"['# Leasing Habitacional\n\nEn qué consiste el Programa\n\nEste programa permite acceder a la oferta privada de viviendas nuevas o usadas de hasta 2.000 UF y 2.200 UF en las regiones del extremo norte y sur (Regiones de Arica y Parinacota, Antofagasta, Atacama, Magallanes, Provincia de Chiloé), a través de una sociedad inmobiliaria de leasing habitacional con la cual se celebra un contrato de arrendamiento con promesa de compraventa.\n']",Duda Directa sobre Restricciones,BD1-00566,"['# Leasing Habitacional En qué consiste el Programa Este programa permite acceder a la oferta privada de viviendas nuevas o usadas de hasta 2.000 UF y 2.200 UF en las regiones del extremo norte y sur (Regiones de Arica y Parinacota, Antofagasta, Atacama, Magallanes, Provincia de Chiloé), a través de una sociedad inmobiliaria de leasing habitacional con la cual se celebra un contrato de arrendamiento con promesa de compraventa.', '# A quiénes está dirigido Leasing Habitacional A personas que pueden pagar un arriendo, pero que no tienen capacidad de generar ahorro suficiente para postular a otros sistemas de subsidio habitacional.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00566 - Leasing Habitacional.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00550 - A quiénes está dirigido Leasing Habitacional.md']"
"Si tengo 35 UF ahorrados y vivo en la zona extremo norte, ¿qué subsidio me corresponde y hasta cuánto puedo comprar la vivienda?","['# Montos de subsidio según alternativa DS1 Tramo 1\n\nMontos de subsidio según alternativa\n\nAhorro mínimo 30 UF, Estar dentro del 60% más vulnerable en el Registro Social de Hogares (RSH) y hasta el 90° en caso de Adultos Mayores (60 años).\n\nZONA EXTREMO NORTE\n\nRegiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé\n\nPermite comprar viviendas de hasta 1.200 UF y entrega un subsidio fijo de 700 UF, UF y el subsidio varía entre las 650 y las 350 UF, según el precio de la vivienda.\n\nZONA REGULAR\n\nRegiones de Coquimbo hasta Los Lagos\n\nPermite comprar viviendas de hasta 1.100 UF y entrega un subsidio fijo de 600 UF, UF y el subsidio varía entre las 550 y las 250 UF, según el precio de la vivienda.\n\nZONA EXTREMO SUR E INSULAR\n\nRegiones de Aysén del Gral. C. Ibáñez del Campo, de Magallanes y la Antártica Chilena: Provincia de Patena, comunas de Isla de Pascua y de Juan Fernández\n\nPermite comprar viviendas de hasta 1.200 UF y entrega un subsidio fijo de 750 UF.\n']",Caso Hipotético en Primera Persona,BD1-00567,"['# Montos de subsidio según alternativa DS1 Tramo Montos de subsidio según alternativa Ahorro mínimo 40 UF Estar dentro del 80% más vulnerable en el Registro Social de Hogares (RSH) y hasta el 90° en caso de Adultos Mayores (60 años). ZONA EXTREMO NORTE Regiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé Permite comprar viviendas de hasta 1.800, UF y subsidio varía entre los 650 y 350 UF, según el precio de la vivienda. ZONA REGULAR Regiones de Coquimbo hasta Los Lagos Permite comprar viviendas de hasta 1.600, UF y subsidio varía entre los 550 y 250 UF, según el precio de la vivienda. ZONA EXTREMO SUR E INSULAR Regiones de Aysén del Gral.', '# Montos de subsidio según alternativa DS1 Tramo 3 Montos de subsidio según alternativa Ahorro mínimo 80 UF Estar inscrito en el Registro Social de Hogares (RSH). ZONA EXTREMO NORTE Regiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé Se pueden comprar viviendas de hasta 2.600 UF y el subsidio puede variar entre las 500 y 350 UF, según el precio de la vivienda. ZONA REGULAR Regiones de Coquimbo hasta Los Lagos Se pueden comprar viviendas de hasta 2.200 UF y el subsidio puede variar entre las 400 y 250 UF, según el precio de la vivienda. ZONA EXTREMO SUR E INSULAR Regiones de Aysén del Gral. C.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00569 - Montos de subsidio según alternativa DS1 Tramo.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00568 - Montos de subsidio según alternativa DS1 Tramo 3.md']"
"Tengo 80 UF ahorradas, estoy inscrito en el Registro Social de Hogares y vivo en la zona regular; quiero comprar una casa que cuesta 2.100 UF. ¿Cuánto subsidio podría recibir?","['# Montos de subsidio según alternativa DS1 Tramo 3\n\nMontos de subsidio según alternativa\n\nAhorro mínimo 80 UF Estar inscrito en el Registro Social de Hogares (RSH).\n\nZONA EXTREMO NORTE\n\nRegiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé\n\nSe pueden comprar viviendas de hasta 2.600 UF y el subsidio puede variar entre las 500 y 350 UF, según el precio de la vivienda.\n\nZONA REGULAR\n\nRegiones de Coquimbo hasta Los Lagos\n\nSe pueden comprar viviendas de hasta 2.200 UF y el subsidio puede variar entre las 400 y 250 UF, según el precio de la vivienda.\n\nZONA EXTREMO SUR E INSULAR\n\nRegiones de Aysén del Gral. C. Ibáñez del Campo, de Magallanes y la Antártica Chilena: Provincia de Patena, comunas de Isla de Pascua y de Juan Fernández\n\nSe pueden comprar viviendas de hasta 2.600, UF y subsidio varía entre los 550 y 400 UF, según el precio de la vivienda.\n']",Caso Hipotético en Primera Persona,BD1-00568,"['# Montos de subsidio según alternativa DS1 Tramo Montos de subsidio según alternativa Ahorro mínimo 40 UF Estar dentro del 80% más vulnerable en el Registro Social de Hogares (RSH) y hasta el 90° en caso de Adultos Mayores (60 años). ZONA EXTREMO NORTE Regiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé Permite comprar viviendas de hasta 1.800, UF y subsidio varía entre los 650 y 350 UF, según el precio de la vivienda. ZONA REGULAR Regiones de Coquimbo hasta Los Lagos Permite comprar viviendas de hasta 1.600, UF y subsidio varía entre los 550 y 250 UF, según el precio de la vivienda. ZONA EXTREMO SUR E INSULAR Regiones de Aysén del Gral.', '# Montos de subsidio según alternativa DS1 Tramo 3 Montos de subsidio según alternativa Ahorro mínimo 80 UF Estar inscrito en el Registro Social de Hogares (RSH). ZONA EXTREMO NORTE Regiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé Se pueden comprar viviendas de hasta 2.600 UF y el subsidio puede variar entre las 500 y 350 UF, según el precio de la vivienda. ZONA REGULAR Regiones de Coquimbo hasta Los Lagos Se pueden comprar viviendas de hasta 2.200 UF y el subsidio puede variar entre las 400 y 250 UF, según el precio de la vivienda. ZONA EXTREMO SUR E INSULAR Regiones de Aysén del Gral. C.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00569 - Montos de subsidio según alternativa DS1 Tramo.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00568 - Montos de subsidio según alternativa DS1 Tramo 3.md']"
"Si tengo un ahorro de 45 UF y vivo en la zona regular, ¿qué monto de subsidio podría recibir y cuál es el precio máximo de la vivienda que puedo comprar?","['# Montos de subsidio según alternativa DS1 Tramo\n\nMontos de subsidio según alternativa\n\nAhorro mínimo 40 UF Estar dentro del 80% más vulnerable en el Registro Social de Hogares (RSH) y hasta el 90° en caso de Adultos Mayores (60 años).\n\nZONA EXTREMO NORTE\n\nRegiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé\n\nPermite comprar viviendas de hasta 1.800, UF y subsidio varía entre los 650 y 350 UF, según el precio de la vivienda.\n\nZONA REGULAR\n\nRegiones de Coquimbo hasta Los Lagos\n\nPermite comprar viviendas de hasta 1.600, UF y subsidio varía entre los 550 y 250 UF, según el precio de la vivienda.\n\nZONA EXTREMO SUR E INSULAR\n\nRegiones de Aysén del Gral. C. Ibáñez del Campo, de Magallanes y la Antártica Chilena: Provincia de Patena, comunas de Isla de Pascua y de Juan Fernández\n\nPermite comprar viviendas de hasta 1.800, UF y subsidio varía entre los 700 y 400 UF, según el precio de la vivienda.\n']",Caso Hipotético en Primera Persona,BD1-00569,"['# Montos de subsidio según alternativa DS1 Tramo Montos de subsidio según alternativa Ahorro mínimo 40 UF Estar dentro del 80% más vulnerable en el Registro Social de Hogares (RSH) y hasta el 90° en caso de Adultos Mayores (60 años). ZONA EXTREMO NORTE Regiones de Arica y Parinacota hasta Atacama y Provincia de Chiloé Permite comprar viviendas de hasta 1.800, UF y subsidio varía entre los 650 y 350 UF, según el precio de la vivienda. ZONA REGULAR Regiones de Coquimbo hasta Los Lagos Permite comprar viviendas de hasta 1.600, UF y subsidio varía entre los 550 y 250 UF, según el precio de la vivienda. ZONA EXTREMO SUR E INSULAR Regiones de Aysén del Gral.', 'ZONA REGULAR Regiones de Coquimbo hasta Los Lagos Permite comprar viviendas de hasta 1.100 UF y entrega un subsidio fijo de 600 UF, UF y el subsidio varía entre las 550 y las 250 UF, según el precio de la vivienda. ZONA EXTREMO SUR E INSULAR Regiones de Aysén del Gral. C. Ibáñez del Campo, de Magallanes y la Antártica Chilena: Provincia de Patena, comunas de Isla de Pascua y de Juan Fernández Permite comprar viviendas de hasta 1.200 UF y entrega un subsidio fijo de 750 UF.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00569 - Montos de subsidio según alternativa DS1 Tramo.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00567 - Montos de subsidio según alternativa DS1 Tramo 1.md']"
¿Qué requisitos y limitaciones tengo que cumplir para postular al subsidio DS1 Tramo 3?,"['# Paso a paso para postular DS1 Tramo 3\n\nPaso a paso para postular:\n\nAbra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta).\n\nInfórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación.\n\nConozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web de registro social, llamar a su número de contactó o dirigirse a su municipalidad.\n\nEl trámite de postulación se puede hacer a través de Internet, para lo cual es necesario contar con la Clave Única que otorga el Servicio de Registro Civil e Identificación. Una segunda alternativa es postular personalmente en las Oficinas de Atención Presencial del Serviu o en las instituciones públicas que este organismo habilite para estos efectos.\n\nSi desea realizar su postulación de manera presencial, reserve un día y lugar en la página web del Minvu o llamando a Minvu.\n']",Duda Directa sobre Restricciones,BD1-00570,"['# Requisitos generales para postular DS1 Tramo 3 Requisitos generales para postular: Tener mínimo 18 años de edad. Contar con Cédula Nacional de Identidad Vigente. Las personas postulantes extranjeras deberán contar con su Cédula de identidad para extranjeros vigente al momento de la postulación y en ella deberá constar su residencia definitiva; una fotocopia de ella deberá ser presentada en la postulación. La vigencia de la Residencia Definitiva será verificada y proporcionada por el Servicio Nacional de Migraciones. Acreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses. Acreditar que el ahorro exigido esté depositado en la cuenta para la vivienda, al último día del mes anterior a la postulación.', '# En qué consiste el Programa DS1 Tramo 3 ¿En qué consiste el Programa? Permite a familias que no son dueñas de una vivienda y tienen capacidad de ahorro, acceder a una ayuda económica para comprar una casa o departamento nuevo o usado de un valor máximo de 2.200 Unidades de Fomento (UF). El valor máximo de las viviendas en las zonas extremas norte, sur e insular será de 2.600 UF.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00576 - Requisitos generales para postular DS1 Tramo 3.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00564 - En qué consiste el Programa DS1 Tramo 3.md']"
¿Cómo puedo postular al subsidio DS1 Tramo 1 paso a paso?,"['# Paso a paso para postular DS1 Tramo 1\n\nPaso a paso para postular:\n\nAbra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta).\n\nInfórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación.\n\nConozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web registro social, llamar al fono o dirigirse a su municipalidad.\n\nEl trámite de postulación se puede hacer a través de Internet, para lo cual es necesario contar con la Clave Única que otorga el Servicio de Registro Civil e Identificación. Una segunda alternativa es postular personalmente en las Oficinas de Atención Presencial del Serviu o en las instituciones públicas que este organismo habilite para estos efectos.\n\nSi desea realizar su postulación de manera presencial, reserve un día y lugar en la página web minvu o llamando a Minvu Aló.\n']",Orientado a la Acción,BD1-00571,"['# Paso a paso para postular DS1 Tramo 3 Paso a paso para postular: Abra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta). Infórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación. Conozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web de registro social, llamar a su número de contactó o dirigirse a su municipalidad.', '# Paso a paso para postular DS1 Tramo 1 Paso a paso para postular: Abra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta). Infórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación. Conozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web registro social, llamar al fono o dirigirse a su municipalidad.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00570 - Paso a paso para postular  DS1 Tramo 3.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00571 - Paso a paso para postular DS1 Tramo 1.md']"
"Si yo acabo de abrir una cuenta de ahorro para la vivienda, ¿cuándo podré postular al DS1 Tramo 2 y qué pasos debo seguir?","['# Paso a paso para postular DS1 Tramo 2\n\nPaso a paso para postular:\n\nAbra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta).\n\nInfórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación.\n\nConozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web registro social, llamar al fono o dirigirse a su municipalidad.\n\nEl trámite de postulación se puede hacer a través de Internet, para lo cual es necesario contar con la Clave Única que otorga el Servicio de Registro Civil e Identificación. Una segunda alternativa es postular personalmente en las Oficinas de Atención Presencial del Serviu o en las instituciones públicas que este organismo habilite para estos efectos.\n\nSi desea realizar su postulación de manera presencial, reserve un día y lugar en la página web Minvu o llamando a Minvu Aló.\n']",Caso Hipotético en Primera Persona,BD1-00572,"['# Paso a paso para postular DS1 Tramo 2 Paso a paso para postular: Abra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta). Infórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación. Conozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web registro social, llamar al fono o dirigirse a su municipalidad.', '# Paso a paso para postular DS1 Tramo 3 Paso a paso para postular: Abra una cuenta de ahorro para la vivienda y deposite en ella su ahorro. La cuenta debe tener como mínimo 12 meses de antigüedad al momento de postular (la antigüedad se considera desde primer día hábil del mes siguiente en que abrió la cuenta). Infórmese y solicite orientación sobre los programas del ministerio y consulte por las fechas de postulación. Conozca el porcentaje de calificación socioeconómica de su Registro Social de Hogares (RSH). Para ello puede visitar la página web de registro social, llamar a su número de contactó o dirigirse a su municipalidad.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00572 - Paso a paso para postular DS1 Tramo 2.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00570 - Paso a paso para postular  DS1 Tramo 3.md']"
postular leasing habitacional pasos,"['# Paso a paso para postular Leasing Habitacional\n\nSe postula en forma individual.\n\nSe accede en arrendamiento con promesa de compraventa viviendas nuevas o usadas. Una vez enterado el precio prometido de venta, la vivienda se traspasa al arrendatario promitente comprador.\n\nEn el plazo del contrato, el interesado arrienda la vivienda y ahorra para su compra.\n\nLa vivienda se paga con el subsidio y con la parte del aporte mensual que se destina a enterar el precio del inmueble, más aportes contados que el interesado pudiera efectuar. El aporte mensual considera lo que destina al arriendo (renta de arrendamiento) y lo destinado a enterar el pago del precio de la vivienda prometida comprar (ir pagando la vivienda), así como otros cargos convenidos en el contrato (por ejemplo, seguros).\n\nEl programa otorga subsidios de diferente valor, dependiendo del precio de la vivienda, de la región donde ésta se encuentra y de su ubicación en zonas de renovación urbana o desarrollo prioritario, zonas de conservación histórica o si se aplica sobre un inmueble de conservación histórica.\n']",Buscador de Palabras Clave,BD1-00573,"['# Paso a paso para postular Leasing Habitacional Se postula en forma individual. Se accede en arrendamiento con promesa de compraventa viviendas nuevas o usadas. Una vez enterado el precio prometido de venta, la vivienda se traspasa al arrendatario promitente comprador. En el plazo del contrato, el interesado arrienda la vivienda y ahorra para su compra. La vivienda se paga con el subsidio y con la parte del aporte mensual que se destina a enterar el precio del inmueble, más aportes contados que el interesado pudiera efectuar.', '# Requisitos generales para postular Leasing Habitacional Ser mayor de edad. Estar inscrito en el Registro Único de Inscritos del SERVIU. El interesado no puede tener más de una inscripción en el registro. No ser propietarios de una vivienda (postulante y cónyuge). No haber sido beneficiados anteriormente con vivienda o subsidio habitacional proporcionado por el Estado o las municipalidades (postulante y cónyuge). Ser titular de una Cuenta de Ahorro para Arrendamiento de Viviendas con Promesa de Compraventa (cuenta ahorro “Leasing Habitacional”), el postulante o el cónyuge. No tener suscrito más de un contrato de arrendamiento con promesa de compraventa con una o más sociedades inmobiliarias (postulante o cónyuge).']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00573 - Paso a paso para postular Leasing Habitacional.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00577 - Requisitos generales para postular Leasing Habitacional.md']"
¿Qué requisitos tengo que cumplir para postular al subsidio DS1 Tramo 1?,"['# Requisitos generales para postular DS1 Tramo 1\n\nRequisitos generales para postular:\n\nTener mínimo 18 años de edad.\n\nContar con Cédula Nacional de Identidad Vigente.\n\nLas personas postulantes extranjeras deberán contar con su Cédula de Identidad para extranjeros vigente al momento de la postulación y en ella deberá constar su residencia definitiva; una fotocopia de ella deberá ser presentada en la postulación. La vigencia de la Residencia Definitiva será verificada y proporcionada por el Servicio Nacional de Migraciones.\n\nAcreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses.\n\nAcreditar que el ahorro exigido esté depositado en la cuenta para la vivienda, al último día del mes anterior a la postulación. A partir de esa fecha no deberá efectuar giros en la cuenta.\n\nEstar inscrito en el Registro Social de Hogares (RSH) y no superar el tramo del 60% de calificación socioeconómica. Las personas Adultas Mayores que postulen al Tramo 1 podrán pertenecer hasta el 90% más vulnerable de la población, de acuerdo con el RSH.\n\nEn caso de postular colectivamente el grupo debe:\n\nTener un mínimo de 10 integrantes.\n\nPostular a través de una Entidad Patrocinante.\n\nContar con un proyecto habitacional aprobado por el Serviu.\n']",Duda Directa sobre Restricciones,BD1-00574,"['# Requisitos generales para postular DS1 Tramo 1 Requisitos generales para postular: Tener mínimo 18 años de edad. Contar con Cédula Nacional de Identidad Vigente. Las personas postulantes extranjeras deberán contar con su Cédula de Identidad para extranjeros vigente al momento de la postulación y en ella deberá constar su residencia definitiva; una fotocopia de ella deberá ser presentada en la postulación. La vigencia de la Residencia Definitiva será verificada y proporcionada por el Servicio Nacional de Migraciones. Acreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses. Acreditar que el ahorro exigido esté depositado en la cuenta para la vivienda, al último día del mes anterior a la postulación.', '# Requisitos generales para postular DS1 Tramo 3 Requisitos generales para postular: Tener mínimo 18 años de edad. Contar con Cédula Nacional de Identidad Vigente. Las personas postulantes extranjeras deberán contar con su Cédula de identidad para extranjeros vigente al momento de la postulación y en ella deberá constar su residencia definitiva; una fotocopia de ella deberá ser presentada en la postulación. La vigencia de la Residencia Definitiva será verificada y proporcionada por el Servicio Nacional de Migraciones. Acreditar una cuenta de ahorro para la vivienda con una antigüedad mínima de 12 meses. Acreditar que el ahorro exigido esté depositado en la cuenta para la vivienda, al último día del mes anterior a la postulación.']","['s3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00574 - Requisitos generales para postular DS1 Tramo 1.md', 's3://pec-cc-ai-sand-concierge-data/data/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00576 - Requisitos generales para postular DS1 Tramo 3.md']"
